#Parameters = {wakelength0=10000; L2=0.5; R=4; b=3; sigma_z=0.12; wakelength=100}
#"s / cm"	"Z [Real Part]"
#------------------------
-0.65917527728697	-2.0711551203008e-09
-0.65778628013986	-2.2022960327569e-09
-0.65639728299275	-2.3414309145704e-09
-0.65500828584564	-2.4890268060502e-09
-0.65361928869853	-2.6455767483253e-09
-0.65223029155142	-2.8116011491017e-09
-0.65084129440431	-2.9876492216273e-09
-0.64945229725720	-3.1743005145500e-09
-0.64806330011009	-3.3721664633348e-09
-0.64667430296298	-3.5818920560762e-09
-0.64528530581587	-3.8041575759914e-09
-0.64389630866877	-4.0396804203574e-09
-0.64250731152166	-4.2892170147023e-09
-0.64111831437455	-4.5535648147497e-09
-0.63972931722744	-4.8335643962290e-09
-0.63834032008033	-5.1301016279490e-09
-0.63695132293322	-5.4441099980459e-09
-0.63556232578611	-5.7765730281098e-09
-0.63417332863900	-6.1285268178328e-09
-0.63278433149189	-6.5010626638971e-09
-0.63139533434478	-6.8953298235758e-09
-0.63000633719767	-7.3125384292013e-09
-0.62861734005056	-7.7539625023691e-09
-0.62722834290345	-8.2209430778663e-09
-0.62583934575634	-8.7148915332982e-09
-0.62445034860923	-9.2372930193641e-09
-0.62306135146212	-9.7897101409490e-09
-0.62167235431501	-1.0373786681189e-08
-0.62028335716790	-1.0991251595348e-08
-0.61889436002079	-1.1643923198246e-08
-0.61750536287368	-1.2333713423026e-08
-0.61611636572657	-1.3062632370061e-08
-0.61472736857947	-1.3832793010717e-08
-0.61333837143236	-1.4646416090364e-08
-0.61194937428525	-1.5505835257777e-08
-0.61056037713814	-1.6413502431867e-08
-0.60917137999103	-1.7371993397160e-08
-0.60778238284392	-1.8384013566623e-08
-0.60639338569681	-1.9452404132655e-08
-0.60500438854970	-2.0580148325100e-08
-0.60361539140259	-2.1770378181813e-08
-0.60222639425548	-2.3026381319041e-08
-0.60083739710837	-2.4351608167472e-08
-0.59944839996126	-2.5749679627857e-08
-0.59805940281415	-2.7224394733480e-08
-0.59667040566704	-2.8779738743459e-08
-0.59528140851993	-3.0419891605373e-08
-0.59389241137282	-3.2149236967628e-08
-0.59250341422571	-3.3972371065676e-08
-0.59111441707860	-3.5894112285900e-08
-0.58972541993149	-3.7919511284097e-08
-0.58833642278438	-4.0053861245799e-08
-0.58694742563727	-4.2302709113334e-08
-0.58555842849017	-4.4671866404171e-08
-0.58416943134306	-4.7167420966586e-08
-0.58278043419595	-4.9795749445052e-08
-0.58139143704884	-5.2563529362076e-08
-0.58000243990173	-5.5477752794157e-08
-0.57861344275462	-5.8545739206334e-08
-0.57722444560751	-6.1775150024843e-08
-0.57583544846040	-6.5174003300041e-08
-0.57444645131329	-6.8750688424034e-08
-0.57305745416618	-7.2513982023137e-08
-0.57166845701907	-7.6473064855696e-08
-0.57027945987196	-8.0637538843255e-08
-0.56889046272485	-8.5017443993999e-08
-0.56750146557774	-8.9623277401229e-08
-0.56611246843063	-9.4466012812171e-08
-0.56472347128352	-9.9557120728768e-08
-0.56333447413641	-1.0490858799839e-07
-0.56194547698930	-1.1053293967912e-07
-0.56055647984219	-1.1644326099072e-07
-0.55916748269508	-1.2265321980452e-07
-0.55777848554798	-1.2917708920781e-07
-0.55638948840087	-1.3602977206771e-07
-0.55500049125376	-1.4322682669582e-07
-0.55361149410665	-1.5078449242548e-07
-0.55222249695954	-1.5871971711319e-07
-0.55083349981243	-1.6705018560992e-07
-0.54944450266532	-1.7579434966257e-07
-0.54805550551821	-1.8497145750905e-07
-0.54666650837110	-1.9460158508057e-07
-0.54527751122399	-2.0470566740091e-07
-0.54388851407688	-2.1530553212518e-07
-0.54249951692977	-2.2642393448002e-07
-0.54111051978266	-2.3808459048907e-07
-0.53972152263555	-2.5031221482279e-07
-0.53833252548844	-2.6313255755547e-07
-0.53694352834133	-2.7657244402983e-07
-0.53555453119422	-2.9065981499574e-07
-0.53416553404711	-3.0542376722624e-07
-0.53277653690000	-3.2089459774170e-07
-0.53138753975289	-3.3710384868882e-07
-0.52999854260578	-3.5408435251849e-07
-0.52860954545868	-3.7187027758585e-07
-0.52722054831157	-3.9049717928294e-07
-0.52583155116446	-4.1000204754664e-07
-0.52444255401735	-4.3042335775395e-07
-0.52305355687024	-4.5180112319393e-07
-0.52166455972313	-4.7417695014000e-07
-0.52027556257602	-4.9759409368304e-07
-0.51888656542891	-5.2209751764006e-07
-0.51749756828180	-5.4773394993628e-07
-0.51610857113469	-5.7455194685695e-07
-0.51471957398758	-6.0260195702006e-07
-0.51333057684047	-6.3193638216268e-07
-0.51194157969336	-6.6260964337101e-07
-0.51055258254625	-6.9467824897148e-07
-0.50916358539914	-7.2820087015464e-07
-0.50777458825203	-7.6323841053668e-07
-0.50638559110492	-7.9985408051336e-07
-0.50499659395781	-8.3811347341853e-07
-0.50360759681070	-8.7808464429350e-07
-0.50221859966359	-9.1983818805538e-07
-0.50082960251648	-9.6344731622619e-07
-0.49944060536938	-1.0089879390263e-06
-0.49805160822227	-1.0565387569583e-06
-0.49666261107516	-1.1061813465589e-06
-0.49527361392805	-1.1580002535433e-06
-0.49388461678094	-1.2120830852925e-06
-0.49249561963383	-1.2685205984363e-06
-0.49110662248672	-1.3274068102293e-06
-0.48971762533961	-1.3888390858284e-06
-0.48832862819250	-1.4529182466589e-06
-0.48693963104539	-1.5197486694928e-06
-0.48555063389828	-1.5894383892087e-06
-0.48416163675117	-1.6620992186020e-06
-0.48277263960406	-1.7378468492007e-06
-0.48138364245695	-1.8168009743672e-06
-0.47999464530984	-1.8990853901708e-06
-0.47860564816273	-1.9848281197503e-06
-0.47721665101562	-2.0741615309228e-06
-0.47582765386851	-2.1672224603366e-06
-0.47443865672140	-2.2641523334520e-06
-0.47304965957429	-2.3650973008378e-06
-0.47166066242719	-2.4702083649990e-06
-0.47027166528008	-2.5796414879256e-06
-0.46888266813297	-2.6935577557144e-06
-0.46749367098586	-2.8121235036298e-06
-0.46610467383875	-2.9355104489642e-06
-0.46471567669164	-3.0638958393878e-06
-0.46332667954453	-3.1974626055093e-06
-0.46193768239742	-3.3363995115067e-06
-0.46054868525031	-3.4809012830659e-06
-0.45915968810320	-3.6311687570941e-06
-0.45777069095609	-3.7874090746850e-06
-0.45638169380898	-3.9498357963947e-06
-0.45499269666187	-4.1186690745886e-06
-0.45360369951476	-4.2941358053974e-06
-0.45221470236765	-4.4764697943920e-06
-0.45082570522054	-4.6659119185291e-06
-0.44943670807343	-4.8627102577493e-06
-0.44804771092632	-5.0671202699045e-06
-0.44665871377921	-5.2794049576959e-06
-0.44526971663210	-5.4998350129692e-06
-0.44388071948499	-5.7286890365787e-06
-0.44249172233789	-5.9662537308351e-06
-0.44110272519078	-6.2128240871187e-06
-0.43971372804367	-6.4687035535714e-06
-0.43832473089656	-6.7342042048105e-06
-0.43693573374945	-7.0096468809870e-06
-0.43554673660234	-7.2953613986584e-06
-0.43415773945523	-7.5916867293252e-06
-0.43276874230812	-7.8989711631619e-06
-0.43137974516101	-8.2175724606052e-06
-0.42999074801390	-8.5478580836290e-06
-0.42860175086679	-8.8902054209149e-06
-0.42721275371968	-9.2450019289337e-06
-0.42582375657257	-9.6126452931059e-06
-0.42443475942546	-9.9935435933432e-06
-0.42304576227835	-1.0388115531075e-05
-0.42165676513124	-1.0796790583772e-05
-0.42026776798413	-1.1220009203458e-05
-0.41887877083702	-1.1658222980753e-05
-0.41748977368991	-1.2111894867102e-05
-0.41610077654280	-1.2581499375675e-05
-0.41471177939569	-1.3067522704013e-05
-0.41332278224859	-1.3570462973749e-05
-0.41193378510148	-1.4090830397739e-05
-0.41054478795437	-1.4629147418044e-05
-0.40915579080726	-1.5185948891004e-05
-0.40776679366015	-1.5761782137701e-05
-0.40637779651304	-1.6357207243789e-05
